userName,score,content,content_clean,at,thumbsUpCount,content_normalized,content_clean_final
No Name,2,"Hey, return it to how it was before, now why is it even worse, sorry, when asked for a 16:9 ratio it's not right, and the 16:9 ratio is not right, if you make a picture you can't get detailed, why can't be hyper realistic like it used to be,Now it's like a digital painting, and it's really ugly, there's no detail and it's not alive Best Wishes, Jeremy,","hey, return it to how it was before, now why is it even worse, sorry, when asked for a 16:9 ratio it's not right, and the 16:9 ratio is not right, if you make a picture you can't get detailed, why can't be hyper realistic like it used to be,now it's like a digital painting, and it's really ugly, there's no detail and it's not alive best wishes, jeremy,",2025-10-15 11:37:36,0,"hey, return it to how it was before, now why is it even worse, sorry, when asked for a 16:9 ratio it's not right, and the 16:9 ratio is not right, if you make a picture you can't get detailed, why can't be hyper realistic like it used to be,now it's like a digital painting, and it's really ugly, there's no detail and it's not alive best wishes, jeremy,",hey return how was before now why even worse sorry when asked for ratio its not right and the ratio not right you make picture you cant get detailed why cant hyper realistic like used benow its like digital painting and its really ugly theres detail and its not alive best wishes jeremy
Kaindra Radinka,5,"MANTAP, terimakasih chatGPT. mempermudah pekerjaan saya.","mantap, terimakasih chatgpt. mempermudah pekerjaan saya.",2025-10-15 11:35:30,0,"mantap, terimakasih chatgpt. mempermudah pekerjaan saya.",mantap terimakasih chatgpt mempermudah pekerjaan
Eka Irsyamudana,5,"bagus, sangat membantu","bagus, sangat membantu",2025-10-15 11:34:46,0,"bagus, sangat membantu",bagus membantu
Arjun Arjun,5,bagus sih buat temen ngobrol para introvert 🤧,bagus sih buat temen ngobrol para introvert 🤧,2025-10-15 11:32:53,0,bagus sih buat temen ngobrol para introvert 🤧,bagus sih temen ngobrol introvert
CHILLA ANDEFA,1,"muak banget bjir, mau nya apa Yang di kasih nya apa","muak banget bjir, mau nya apa yang di kasih nya apa",2025-10-15 11:32:02,0,"muak banget bjir, mau nya apa yang di kasih nya apa",muak banget bjir nya kasih nya
Ismail Alfath,1,"AI apa apaan ini ngitung 1 sampai 100 aja ga bisa, gimana kedepannya kalo hal kecil ginian kaga bisa dilakuin sama sistem yang digadang"" akan menggantikan tenaga manusia, ngasih jawaban soal aja masih ngawurlah, banyak omong, ngeyel pula, bodo kali","ai apa apaan ini ngitung 1 sampai 100 aja ga bisa, gimana kedepannya kalo hal kecil ginian kaga bisa dilakuin sama sistem yang digadang"" akan menggantikan tenaga manusia, ngasih jawaban soal aja masih ngawurlah, banyak omong, ngeyel pula, bodo kali",2025-10-15 11:31:54,1,"ai apa apaan ini ngitung 1 sampai 100 saja tidak bisa, gimana kedepannya kalo hal kecil ginian kaga bisa dilakuin sama sistem yang digadang"" akan menggantikan tenaga manusia, ngasih jawaban soal saja masih ngawurlah, banyak omong, ngeyel pula, bodo kali",ngitung gimana kedepannya kalo ginian kaga dilakuin sistem digadang menggantikan tenaga manusia ngasih ngawurlah omong ngeyel bodo kali
Rochmatul Chasanah,3,"menginstal nya lama tpi oke lah,cmn kalo ngedit fto cpettin dikit kek soalnya lama banget","menginstal nya lama tpi oke lah,cmn kalo ngedit fto cpettin dikit kek soalnya lama banget",2025-10-15 11:31:14,0,"menginstal nya lama tpi oke lah,cmn kalo ngedit fto cpettin dikit kek soalnya lama banget",menginstal nya tpi oke lahcmn kalo ngedit fto cpettin dikit kek banget
Tati Hendrayati,5,plis sekaligus tambahan GPT- 1 sampai 10 kumohon plis.,plis sekaligus tambahan gpt- 1 sampai 10 kumohon plis.,2025-10-15 11:27:44,0,plis sekaligus tambahan gpt- 1 sampai 10 kumohon plis.,plis tambahan gpt kumohon plis
Wildan Fatahillah,4,Walaupun bisa diajak curhat dan juga ngobrol tapi saya mau nanya nih kenapa proses pembuatan gambar tuh lama saya udah nunggu dari jam 5 smpe jam 6 malem belum selesai tolong di fix saya mau liat hasil gambarnya,walaupun bisa diajak curhat dan juga ngobrol tapi saya mau nanya nih kenapa proses pembuatan gambar tuh lama saya udah nunggu dari jam 5 smpe jam 6 malem belum selesai tolong di fix saya mau liat hasil gambarnya,2025-10-15 11:25:39,0,walaupun bisa diajak curhat dan juga ngobrol tapi saya mau nanya nih kenapa proses pembuatan gambar tuh lama saya sudah nunggu dari jam 5 smpe jam 6 malem belum selesai tolong di fix saya mau liat hasil gambarnya,diajak curhat ngobrol nanya nih proses pembuatan gambar tuh nunggu jam smpe jam malem selesai tolong fix liat hasil gambarnya
REHANZZ 199,5,rispek udah bantu gw di semua keadaan ngasih saran the best lah,rispek udah bantu gw di semua keadaan ngasih saran the best lah,2025-10-15 11:24:47,0,rispek sudah bantu gw di semua keadaan ngasih saran the best lah,rispek bantu ngasih saran the best
1 You,1,saya lebih suka respon gemini dan grok gpt ini tidak (real-time) jadi berita terkini disebut nya hoax dan vandalisme,saya lebih suka respon gemini dan grok gpt ini tidak (real-time) jadi berita terkini disebut nya hoax dan vandalisme,2025-10-15 11:22:45,0,saya lebih suka respon gemini dan grok gpt ini tidak (real-time) jadi berita terkini disebut nya hoax dan vandalisme,suka respon gemini grok gpt realtime berita terkini nya hoax vandalisme
opall Yuyus,2,tiba lelet,tiba lelet,2025-10-15 11:21:47,0,tiba lelet,lelet
Iim Nur m,1,oama,oama,2025-10-15 11:13:20,0,oama,oama
Andi Ansal,5,niscaya,niscaya,2025-10-15 11:03:13,0,niscaya,niscaya
riski Akbar,1,apk jelek respon lambat jangan di download nanti kalo minta buat gambar lama bgt,apk jelek respon lambat jangan di download nanti kalo minta buat gambar lama bgt,2025-10-15 10:56:54,0,apk jelek respon lambat jangan di download nanti kalo minta buat gambar lama banget,apk jelek respon lambat download kalo gambar banget
awalluna talenta zasqy,5,aplikasi nya sangat bagus untuk kerjakin tugas,aplikasi nya sangat bagus untuk kerjakin tugas,2025-10-15 10:54:34,0,aplikasi nya sangat bagus untuk kerjakin tugas,aplikasi nya bagus kerjakin tugas
EDWIN Alwi,1,waduh kok punya saya error tidak bisa masuk,waduh kok punya saya error tidak bisa masuk,2025-10-15 10:54:10,0,waduh kok punya saya error tidak bisa masuk,error masuk
Rizqi Riyan Mauludi,5,mantaff,mantaff,2025-10-15 10:47:55,0,mantaff,mantaff
William James Moriarty,5,Gak ada pilihan ini hebat cuman kadang kurang tepat,gak ada pilihan ini hebat cuman kadang kurang tepat,2025-10-15 10:45:53,0,gak ada pilihan ini hebat cuman kadang kurang tepat,gak pilihan hebat cuman kadang
ayub Saputra,5,mantappppppppppppppppppp mantappppppppppp,mantappppppppppppppppppp mantappppppppppp,2025-10-15 10:45:01,0,mantappppppppppppppppppp mantappppppppppp,mantappppppppppppppppppp mantappppppppppp
Fiki,1,"Hello, I’m a paying ChatGPT user who has been using the platform primarily for creative writing — specifically, adult fanfiction and original fiction that includes emotionally and sexually intimate scenes. The recent restriction against NSFW content has severely limited my ability to use ChatGPT for the purpose I subscribed for. Writing intimacy and sexuality is not the same as producing pornography; it’s an essential part of character development, emotional realism, and artistic expression.","hello, i’m a paying chatgpt user who has been using the platform primarily for creative writing — specifically, adult fanfiction and original fiction that includes emotionally and sexually intimate scenes. the recent restriction against nsfw content has severely limited my ability to use chatgpt for the purpose i subscribed for. writing intimacy and sexuality is not the same as producing pornography; it’s an essential part of character development, emotional realism, and artistic expression.",2025-10-15 10:43:22,5,"hello, i’m a paying chatgpt user who has been using the platform primarily for creative writing — specifically, adult fanfiction and original fiction that includes emotionally and sexually intimate scenes. the recent restriction against nsfw content has severely limited my ability to use chatgpt for the purpose i subscribed for. writing intimacy and sexuality is not the same as producing pornography; it’s an essential part of character development, emotional realism, and artistic expression.",hello paying chatgpt user who has been using the platform primarily for creative writing specifically adult fanfiction and original fiction that includes emotionally and sexually intimate scenes the recent restriction against nsfw content has severely limited ability use chatgpt for the purpose subscribed for writing intimacy and sexuality not the same producing pornography essential part character development emotional realism and artistic expression
Agus Budiarto,1,najis banget bikin foto doang nanya nya kayak nanyain a ke a lagi banyak nanya doang,najis banget bikin foto doang nanya nya kayak nanyain a ke a lagi banyak nanya doang,2025-10-15 10:42:01,0,najis banget membuat foto doang nanya nya kayak nanyain a ke a lagi banyak nanya doang,najis banget foto doang nanya nya kayak nanyain nanya doang
Gunawan Gun,5,mantap man,mantap man,2025-10-15 10:38:54,0,mantap man,mantap man
Kiven Kiven,5,debs,debs,2025-10-15 10:29:22,0,debs,debs
Kalista Chandra,2,"percakapan sebelumnya gampang hilang karna kepencet keluar dari aplikasi , nyebelin banget! mana respon baru gitu ga mirip sama respon sebelumnya , capek ngetik ulang lagi biar dapat respon yang sama seperti sebelumnya.","percakapan sebelumnya gampang hilang karna kepencet keluar dari aplikasi , nyebelin banget! mana respon baru gitu ga mirip sama respon sebelumnya , capek ngetik ulang lagi biar dapat respon yang sama seperti sebelumnya.",2025-10-15 10:26:40,1,"percakapan sebelumnya gampang hilang karna kepencet keluar dari aplikasi , nyebelin banget! mana respon baru gitu tidak mirip sama respon sebelumnya , capek ngetik ulang lagi biar dapat respon yang sama seperti sebelumnya.",percakapan gampang hilang karna kepencet aplikasi nyebelin banget respon gitu respon capek ngetik ulang biar respon
made mahendra,1,Aplikasi Aneh Setiap Gw buat cerita pasti ada aja jedanya Woilah chatgpt jangan Maruk ngapa gw tau lu mau cari Duit tapi setidaknya setiap gw buat cerita Jangan ada jeda buat apa jeda mana jedanya GK ngotak 9 jam?! pulak jangan jadi Maruk ngapa gw akan kasih bintang 1 gk recommended Aplikasi maruk dan performa Jawaban dari ai sangat buruk Terus edit foto suka error dan yang lebih parah suka Membuat Batas sesukanya Terus jeda ga ngotak 18 jam ?! kelamaan ni apk udah kayak setan,aplikasi aneh setiap gw buat cerita pasti ada aja jedanya woilah chatgpt jangan maruk ngapa gw tau lu mau cari duit tapi setidaknya setiap gw buat cerita jangan ada jeda buat apa jeda mana jedanya gk ngotak 9 jam?! pulak jangan jadi maruk ngapa gw akan kasih bintang 1 gk recommended aplikasi maruk dan performa jawaban dari ai sangat buruk terus edit foto suka error dan yang lebih parah suka membuat batas sesukanya terus jeda ga ngotak 18 jam ?! kelamaan ni apk udah kayak setan,2025-10-15 10:25:29,14,aplikasi aneh setiap gw buat cerita pasti ada saja jedanya woilah chatgpt jangan maruk ngapa gw tau lu mau cari duit tapi setidaknya setiap gw buat cerita jangan ada jeda buat apa jeda mana jedanya nggak ngotak 9 jam?! pulak jangan jadi maruk ngapa gw akan kasih bintang 1 nggak recommended aplikasi maruk dan performa jawaban dari ai sangat buruk terus edit foto suka error dan yang lebih parah suka membuat batas sesukanya terus jeda tidak ngotak 18 jam ?! kelamaan ni apk sudah kayak setan,aplikasi aneh cerita jedanya woilah chatgpt maruk ngapa tau cari duit cerita jeda jeda jedanya nggak ngotak jam pulak maruk ngapa kasih bintang nggak recommended aplikasi maruk performa buruk edit foto suka error parah suka batas sesukanya jeda ngotak jam apk kayak setan
Eman Daeli,1,"Lama prosesnya, Malah diminta Prabayar, Dan apa yang kita perintah tidak Sesuai dengan Ekspektasi dan Sangat Mengecewakan, Lebih Mantap Ku UNINSTALL","lama prosesnya, malah diminta prabayar, dan apa yang kita perintah tidak sesuai dengan ekspektasi dan sangat mengecewakan, lebih mantap ku uninstall",2025-10-15 10:16:34,0,"lama prosesnya, malah diminta prabayar, dan apa yang kita perintah tidak sesuai dengan ekspektasi dan sangat mengecewakan, lebih mantap ku uninstall",prosesnya prabayar perintah sesuai ekspektasi mengecewakan mantap uninstall
Tansir Alamsyah,5,kereen bget,kereen bget,2025-10-15 10:11:52,0,kereen bget,kereen bget
Andrias Apasedanya,3,"tiga⭐⭐⭐dulu, kalau bagus baru aku tambahin⭐⭐lagi","tiga⭐⭐⭐dulu, kalau bagus baru aku tambahin⭐⭐lagi",2025-10-15 10:10:59,0,"tiga⭐⭐⭐dulu, kalau bagus baru aku tambahin⭐⭐lagi",tiga⭐⭐⭐dulu bagus tambahin⭐⭐lagi
Farah Quinn,3,"disuruh ke chat gpt go,bayar lagi 75rb 🙄🙄","disuruh ke chat gpt go,bayar lagi 75rb 🙄🙄",2025-10-15 10:10:41,0,"disuruh ke chat gpt go,bayar lagi 75rb 🙄🙄",disuruh chat gpt gobayar
Amboy Kuntul,5,gt i,gt i,2025-10-15 10:10:20,0,gt i,
Hery Chandra,5,bagus bangat membantu setiap pelajaran saya,bagus bangat membantu setiap pelajaran saya,2025-10-15 10:08:29,0,bagus bangat membantu setiap pelajaran saya,bagus bangat membantu pelajaran
Deren Nabil,5,"mantap banget ni aplikasi , ditanyain jawaban selalu detail jawab nya","mantap banget ni aplikasi , ditanyain jawaban selalu detail jawab nya",2025-10-15 10:01:50,0,"mantap banget ni aplikasi , ditanyain jawaban selalu detail jawab nya",mantap banget aplikasi ditanyain detail nya
Gray bae Gray,4,ngebantu banget buat belajar hal hal baru yang kita engga tau pokoknya best bangettt 🤩,ngebantu banget buat belajar hal hal baru yang kita engga tau pokoknya best bangettt 🤩,2025-10-15 09:57:58,0,ngebantu banget buat belajar hal hal baru yang kita engga tau pokoknya best bangettt 🤩,ngebantu banget belajar engga tau pokoknya best bangettt
Supiyati,5,"baik,bagus,ngga ngelag👍✅","baik,bagus,ngga ngelag👍✅",2025-10-15 09:53:37,0,"baik,bagus,ngga ngelag👍✅",baikbagusngga ngelag👍✅
Riska Riska Dwi Setyaningrum,5,bagus tapi lama,bagus tapi lama,2025-10-15 09:50:31,0,bagus tapi lama,bagus
Ali Oblong,4,bintang 4 dulu deh . soalnya baru belajar,bintang 4 dulu deh . soalnya baru belajar,2025-10-15 09:46:05,0,bintang 4 dulu deh . soalnya baru belajar,bintang deh belajar
Toni Gultom,1,"tidak bisa otomatis otonom untuk keseluruhan, buat orang yang kurang pemahamannya pasti tetap mengikuti program berbayarnya. sekali pun orang sudah pada kekekalan yang hidup bukan mati. bijaklah dalam bekerja bukan bekerja setelah itu MATI","tidak bisa otomatis otonom untuk keseluruhan, buat orang yang kurang pemahamannya pasti tetap mengikuti program berbayarnya. sekali pun orang sudah pada kekekalan yang hidup bukan mati. bijaklah dalam bekerja bukan bekerja setelah itu mati",2025-10-15 09:45:07,1,"tidak bisa otomatis otonom untuk keseluruhan, buat orang yang kurang pemahamannya pasti tetap mengikuti program berbayarnya. sekali pun orang sudah pada kekekalan yang hidup bukan mati. bijaklah dalam bekerja bukan bekerja setelah itu mati",otomatis otonom orang pemahamannya mengikuti program berbayarnya orang kekekalan hidup mati bijaklah mati
Eries Setiawan,5,mantap ini google,mantap ini google,2025-10-15 09:42:51,0,mantap ini google,mantap google
Arjuna Dewa,5,luas biasa,luas biasa,2025-10-15 09:40:54,0,luas biasa,luas
Atiqah khanza Zhafira,1,"bug parah, ga nyambung sama topik, kalo misalnya nge foto soal buat di suruh cari jawabannya dan penyelesaian nya ga nyambung","bug parah, ga nyambung sama topik, kalo misalnya nge foto soal buat di suruh cari jawabannya dan penyelesaian nya ga nyambung",2025-10-15 09:38:06,0,"bug parah, tidak nyambung sama topik, kalo misalnya nge foto soal buat di suruh cari jawabannya dan penyelesaian nya tidak nyambung",bug parah nyambung topik kalo nge foto suruh cari jawabannya penyelesaian nya nyambung
nulae spd,1,"gak ingat dengan informasi yang sudah di tulis, jawaban ngaco,kacau,pokok nya hancurlah AI ini tolong yang buat tu optimalisasi kan lagi aplikasi ini percuma ngeklaim bahwa ""AI ini mempunyai 90 ketepatan nya"" dimana ketepatan yang di bilang nya hanya omong kosong","gak ingat dengan informasi yang sudah di tulis, jawaban ngaco,kacau,pokok nya hancurlah ai ini tolong yang buat tu optimalisasi kan lagi aplikasi ini percuma ngeklaim bahwa ""ai ini mempunyai 90 ketepatan nya"" dimana ketepatan yang di bilang nya hanya omong kosong",2025-10-15 09:36:42,6,"gak ingat dengan informasi yang sudah di tulis, jawaban ngaco,kacau,pokok nya hancurlah ai ini tolong yang buat tu optimalisasi kan lagi aplikasi ini percuma ngeklaim bahwa ""ai ini mempunyai 90 ketepatan nya"" dimana ketepatan yang di bilang nya hanya omong kosong",gak informasi tulis ngacokacaupokok nya hancurlah tolong optimalisasi aplikasi ngeklaim ketepatan nya dimana ketepatan bilang nya omong kosong
Panji Maulana,5,K E R E N,k e r e n,2025-10-15 09:24:45,0,k e r e n,
Bolcat Id,1,"Halo tim ChatGPT, saya mau melaporkan bug di aplikasi ChatGPT versi 1.2025.283. Sejak update ke versi ini, tombol Send (kirim pesan) kadang tidak berfungsi dengan benar. Kalau saya tekan, mengirim pesan sambil menggeser layar ke kanan membuka panel akun, Masalah ini terjadi di semua percakapan. dengan perangkat cph1803 (android 8.0) JADI PERBAIKI ,FAST RESPON ,jangan drama suruh lapor ke email /DALAM app yg gk guna ,udah gw coba malah di balas AI","halo tim chatgpt, saya mau melaporkan bug di aplikasi chatgpt versi 1.2025.283. sejak update ke versi ini, tombol send (kirim pesan) kadang tidak berfungsi dengan benar. kalau saya tekan, mengirim pesan sambil menggeser layar ke kanan membuka panel akun, masalah ini terjadi di semua percakapan. dengan perangkat cph1803 (android 8.0) jadi perbaiki ,fast respon ,jangan drama suruh lapor ke email /dalam app yg gk guna ,udah gw coba malah di balas ai",2025-10-15 09:14:18,0,"halo tim chatgpt, saya mau melaporkan bug di aplikasi chatgpt versi 1.2025.283. sejak update ke versi ini, tombol send (kirim pesan) kadang tidak berfungsi dengan benar. kalau saya tekan, mengirim pesan sambil menggeser layar ke kanan membuka panel akun, masalah ini terjadi di semua percakapan. dengan perangkat cph1803 (android 8.0) jadi perbaiki ,fast respon ,jangan drama suruh lapor ke email /dalam app yg nggak guna ,udah gw coba malah di balas ai",halo tim chatgpt melaporkan bug aplikasi chatgpt versi update versi tombol send kirim pesan kadang berfungsi tekan mengirim pesan menggeser layar kanan membuka panel akun percakapan perangkat cph android perbaiki fast respon drama suruh lapor email app nggak udah coba balas
Muhammad Alfisyahrin,5,bagus 👍,bagus 👍,2025-10-15 09:12:41,0,bagus 👍,bagus
